rank,finalWorth,category,personName,age,country,gender,source,status
1647,1800,Sports,Leslie Alexander,79,United States,M,Sports team,E
1647,1800,Real Estate,Masaaki Arai,57,Japan,M,Home sales,D
1647,1800,Fashion & Retail,Sabrina Benetton,49,Italy,F,"Fashion retail, investments",U
1647,1800,Technology,Sanjeev Bikhchandani,59,India,M,Internet,D
1647,1800,Finance & Investments,O. Francis Biondi,58,United States,M,Hedge funds,E
1647,1800,Energy,Alejandro Bulgheroni,78,Uruguay,M,Oil & gas,D
1647,1800,Food & Beverage,R.G. Chandramogan,74,India,M,Dairy,D
1647,1800,Diversified,Binod Chaudhary,67,Nepal,M,Diversified,U
1647,1800,Technology,Parker Conrad,42,United States,M,Software,N
1647,1800,Technology,Tim Cook,62,United States,M,Apple,D
1647,1800,Finance & Investments,Mark Coombs,62,United Kingdom,M,Finance,E
1647,1800,Media & Entertainment,John de Mol,68,Netherlands,M,TV programs,E
1647,1800,Construction & Engineering,D. Leopoldo Del Pino,60,Spain,M,Construction,D
1647,1800,Technology,Diao Zhizhong,59,China,M,Software,U
1647,1800,Healthcare,Robert Duggan,78,United States,M,Pharmaceuticals,D
1647,1800,Sports,James France,78,United States,M,"Nascar, racing",E
1647,1800,Healthcare,Phillip Frost,86,United States,M,Pharmaceuticals,D
1647,1800,Finance & Investments,Jayme Garfinkel & family,77,Brazil,M,Insurance,U
1647,1800,Food & Beverage,Christopher Goldsbury,80,United States,M,Salsa,E
1647,1800,Healthcare,Yusuf Hamied,86,India,M,Pharmaceuticals,D
1647,1800,Finance & Investments,Brian Higgins,58,United States,M,Hedge funds,E
1647,1800,Real Estate,Wei Huang,63,China,M,Real estate,U
1647,1800,Automotive,Yintai Jiang & family,72,China,M,Auto parts,U
1647,1800,Healthcare,Lei Jin,57,China,M,Pharmaceuticals,U
1647,1800,Healthcare,Jin Lei & family,68,China,M,Medical equipment,U
1647,1800,Technology,Valentin Kipyatkov,46,Cyprus,M,Software,D
1647,1800,Diversified,Koo Kwang-mo,45,South Korea,M,LG,U
1647,1800,Technology,George Kurtz,52,United States,M,Security software,D
1647,1800,Sports,Joe Lacob,67,United States,M,Golden State Warriors,U
1647,1800,Technology,Joe Lau,33,United States,M,"Blockchain, technology",D
1647,1800,Diversified,Louise Lindh,43,Sweden,F,Investments,U
1647,1800,Metals & Mining,Luo Yangyong & family,47,China,M,Mining,D
1647,1800,Media & Entertainment,Joao Roberto Marinho,69,Brazil,M,Media,D
1647,1800,Media & Entertainment,Jose Roberto Marinho,67,Brazil,M,Media,D
1647,1800,Media & Entertainment,Roberto Irineu Marinho,75,Brazil,M,Media,D
1647,1800,Healthcare,Gary Michelson,74,United States,M,Medical patents,E
1647,1800,Technology,Robert G. Miller,77,Canada,M,Electronics components,E
1647,1800,Real Estate,David Mindus,51,Sweden,M,Real estate,D
1647,1800,Technology,Adriaan Mol,39,Netherlands,M,Fintech,N
1647,1800,Real Estate,Mofatraj Munot,78,India,M,Real estate,U
1647,1800,Finance & Investments,Ezra Nahmad,77,Monaco,M,Art,U
1647,1800,Manufacturing,Satyanarayan Nuwal,70,India,M,Industrial explosives,U
1647,1800,Food & Beverage,Maike Oberwelland-Height,,,F,Candy,Split Family Fortune
1647,1800,Diversified,Nihat Ozdemir,72,Turkey,M,Diversified,D
1647,1800,Technology,Benjamin Zhengmin Pan & family,53,China,M,Electronics,D
1647,1800,Media & Entertainment,Pierre Karl Péladeau,61,Canada,M,Media,E
1647,1800,Finance & Investments,Ronald Perelman,80,United States,M,Leveraged buyouts,D
1647,1800,Technology,Olivier Pomel,46,United States,M,Cloud computing,D
1647,1800,Media & Entertainment,Krit Ratanarak,76,Thailand,M,"Media, real estate",E
1647,1800,Manufacturing,Vinod Saraf,70,India,M,Chemicals,D
1647,1800,Technology,Karin Schick,,Germany,F,Information technology,D
1647,1800,Metals & Mining,Anatoly Sedykh,58,Russia,M,Steel pipes,R
1647,1800,Food & Beverage,Genhuo Shao,57,China,M,Agribusiness,D
1647,1800,Energy,Shen Xiqiang & family,75,China,M,Chemical,D
1647,1800,Technology,S.D. Shibulal,68,India,M,Software services,D
1647,1800,Fashion & Retail,Suh Kyung-bae,60,South Korea,M,Cosmetics,D
1647,1800,Food & Beverage,Bambang Sutantio,64,Indonesia,M,Dairy & consumer products,U
1647,1800,Manufacturing,Sze Man Bok,73,China,M,Hygiene products,D
1647,1800,Logistics,Jim Thompson,83,Hong Kong,M,Logistics,U
1647,1800,Manufacturing,Tran Dinh Long,62,Vietnam,M,Steel,D
1647,1800,Technology,Alan Trefler,67,United States,M,Software,D
1647,1800,Finance & Investments,Riaz Valani,46,United States,M,E-cigarettes,D
1647,1800,Technology,Pieter van der Does,53,Netherlands,M,Payments software,D
1647,1800,Manufacturing,Martin Viessmann,69,Germany,M,Heating and cooling equipment,D
1647,1800,Technology,Nikil Viswanathan,35,United States,M,Blockchain technology,D
1647,1800,Media & Entertainment,Todd Wagner,62,United States,M,Online media,D
1647,1800,Technology,Evan Williams,51,United States,M,Twitter,D
1647,1800,Metals & Mining,Kie Chie Wong,75,Australia,M,Investments,U
1647,1800,Finance & Investments,Thomas Wu,72,Taiwan,M,Finance,D
1647,1800,Energy,Wu Yingming,56,China,M,Batteries,D
1647,1800,Healthcare,Amy Wyss,52,United States,F,Medical equipment,D
1647,1800,Real Estate,Yan Zhi,50,China,M,Real estate,D
1647,1800,Fashion & Retail,Yoshiaki Yoshida,82,Japan,M,cosmetics,U
1647,1800,Manufacturing,Alan Zekelman,60,United States,M,Steel,U
1647,1800,Real Estate,Zhang Li,70,China,M,Real estate,D
1725,1700,Sports,Amy Adams Strunk,67,United States,F,Tennessee Titans,N
1725,1700,Finance & Investments,Marc Andreessen,51,United States,M,Venture capital investing,E
1725,1700,Metals & Mining,Giovanni Arvedi,85,Italy,M,Steel,N
1725,1700,Real Estate,Lesley Bamberger,57,Netherlands,M,Real estate,U
1725,1700,Media & Entertainment,Bang Si-hyuk,50,South Korea,M,Entertainment,D
1725,1700,Finance & Investments,David Booth,77,United States,M,Mutual funds,E
1725,1700,Technology,Jim Breyer,61,United States,M,Venture capital,D
1725,1700,Manufacturing,Chen Kaichen,,China,M,Household chemicals,D
1725,1700,Manufacturing,Kommer Damen,79,Netherlands,M,Shipbuilding,D
1725,1700,Food & Beverage,Carl DeSantis,83,United States,M,Energy drink,U
1725,1700,Finance & Investments,Marek Dospiva,53,Czech Republic,M,Investments,U
1725,1700,Healthcare,Keith Dunleavy & family,53,United States,M,Health IT,E
1725,1700,Finance & Investments,John Elkann,47,Italy,M,"FIAT, investments",D
1725,1700,Automotive,Francois Feuillet & family,74,France,M,"Motorhomes, RVs",D
1725,1700,Media & Entertainment,Yasuhiro Fukushima,75,Japan,M,Video games,D
1725,1700,Finance & Investments,Mario Gabelli,81,United States,M,Money management,D
1725,1700,Finance & Investments,Rolf Gerling,68,Switzerland,M,Insurance,E
1725,1700,Real Estate,John Goff,67,United States,M,Real estate,U
1725,1700,Fashion & Retail,Alexandre Grendene Bartelle,73,Brazil,M,Shoes,D
1725,1700,Fashion & Retail,Gerry Harvey,83,Australia,M,Retail,D
1725,1700,Technology,He Zhaoxi,49,China,M,Software,E
1725,1700,Real Estate,William Heinecke,73,Thailand,M,Hotels,E
1725,1700,Finance & Investments,Jay Hennick,66,Canada,M,Real estate finance,D
1725,1700,Manufacturing,Ilkka Herlin,64,Finland,M,"Elevators, escalators",U
1725,1700,Real Estate,Asok Kumar Hiranandani,68,Singapore,M,Real estate,U
1725,1700,Finance & Investments,Hal Jackman,90,Canada,M,"Insurance, investments",D
1725,1700,Manufacturing,Pavan Jain,71,India,M,Chemicals,N
1725,1700,Real Estate,Keeree Kanjanapas,72,Thailand,M,Transportation,D
1725,1700,Healthcare,Osman Kibar,52,United States,M,Biotech,D
1725,1700,Fashion & Retail,Kim Chang-soo,62,South Korea,M,Apparel,D
1725,1700,Media & Entertainment,Kim Jung-min,21,,F,Online gaming,N
1725,1700,Media & Entertainment,Kim Jung-youn,19,,F,Online gaming,N
1725,1700,Fashion & Retail,Mustafa Kucuk,59,Turkey,M,Fashion retail,U
1725,1700,Real Estate,Christopher Kwok,37,Hong Kong,M,Real estate,U
1725,1700,Real Estate,Edward Kwok,42,Hong Kong,M,Real estate,U
1725,1700,Logistics,Lai Jianfa,53,China,M,Express delivery,U
1725,1700,Diversified,Lau Cho Kun,87,Malaysia,M,"Palm oil, property",D
1725,1700,Technology,Alexis Lê-Quôc,48,United States,M,Cloud computing,D
1725,1700,Healthcare,Lei Jufang,70,China,F,Pharmaceuticals,D
1725,1700,Healthcare,James Leininger,78,United States,M,Medical products,E
1725,1700,Food & Beverage,Xuhui Li,54,China,F,Soy sauce,D
1725,1700,Food & Beverage,Jimmy John Liautaud,59,United States,M,Sandwich chain,E
1725,1700,Metals & Mining,Lin Lairong & family,54,China,M,Iron ore mining,D
1725,1700,Technology,Lu Di,,China,M,Drones,E
1725,1700,Technology,Palmer Luckey,30,United States,M,Virtual reality,N
1725,1700,Finance & Investments,Duncan MacMillan,85,United States,M,Bloomberg LP,U
1725,1700,Technology,Yusaku Maezawa,47,Japan,M,Online retail,D
1725,1700,Fashion & Retail,Ilson Mateus & family,60,Brazil,M,Supermarkets,U
1725,1700,Manufacturing,Meng Qingshan & family,74,China,M,Chemicals,U
1725,1700,Fashion & Retail,Alberto Palatchi,73,Spain,M,Wedding dresses,E
1725,1700,Manufacturing,Mrudula Parekh,75,India,F,Adhesives,D
1725,1700,Fashion & Retail,Dragos Paval,56,Romania,M,Retail,U
1725,1700,Real Estate,Jorge Perez,73,United States,M,Real estate,E
1725,1700,Metals & Mining,Dmitry Pumpyansky,59,Russia,M,Steel pipes,R
1725,1700,Healthcare,Jinsheng Ren & family,60,China,M,Pharmaceutical,U
1725,1700,Media & Entertainment,Brian Roberts,63,United States,M,Comcast,U
1725,1700,Food & Beverage,"Joe Rogers, Jr.",76,United States,M,Waffle House,D
1725,1700,Manufacturing,Ruan Shuilong & family,87,China,M,Chemicals,D
1725,1700,Real Estate,Paul Saville,67,United States,M,Homebuilder,U
1725,1700,Diversified,Ivan Savvidis & family,64,Russia,M,Agribusiness,U
1725,1700,Healthcare,Keiichi Shibahara,58,Japan,M,Healthcare,U
1725,1700,Manufacturing,Rajju Shroff,89,India,M,Agrochemicals,D
1725,1700,Fashion & Retail,Sun Huaiqing & family,53,China,M,Cosmetics,U
1725,1700,Real Estate,Alain Taravella,75,France,M,Real estate development,D
1725,1700,Diversified,Jonathan Tisch,69,United States,M,"Insurance, NFL team",U
1725,1700,Service,Kenneth Tuchman,63,United States,M,Call centers,D
1725,1700,Manufacturing,Wang Chou-hsiong,82,Taiwan,M,Footwear,D
1725,1700,Technology,Wang Minwen,59,China,M,Semiconductor,D
1725,1700,Sports,Tom Werner,72,United States,M,Sports teams,U
1725,1700,Real Estate,Stephen Winn,76,United States,M,Real estate services,E
1725,1700,Energy,Ian Wood & family,80,United Kingdom,M,Energy services,E
1725,1700,Manufacturing,Wu Lanlan & family,49,China,F,Packaging,D
1725,1700,Food & Beverage,Xu Bingzhong,49,China,M,Bars,U
1725,1700,Manufacturing,Yang Xuegang,58,China,M,Coking,D
1725,1700,Telecom,Vladimir Yevtushenkov,74,Russia,M,"Telecom, investments",E
1725,1700,Technology,David Zalik,49,United States,M,Financial technology,D
1725,1700,Logistics,Zhang Xiaojuan,53,China,F,Logistics,D
1725,1700,Manufacturing,Zheng Xiaodong,59,China,M,Manufacturing,D
1725,1700,Manufacturing,Zhong Ruonong & family,60,China,F,Electronics,D
1804,1600,Healthcare,Noubar Afeyan,60,United States,M,Biotech,D
1804,1600,Construction & Engineering,Syed Mokhtar AlBukhary,71,Malaysia,M,"Engineering, automotive",U
1804,1600,Finance & Investments,"Herbert Allen, Jr. & family",83,United States,M,Investment banking,E
1804,1600,Metals & Mining,Vasily Anisimov,71,Switzerland,M,Real estate,E
1804,1600,Finance & Investments,Clifford Asness,56,United States,M,Money management,E
1804,1600,Finance & Investments,Louis Bacon,66,United States,M,Hedge funds,E
1804,1600,Manufacturing,Bai Baokun,53,China,M,Hardware,D
1804,1600,Fashion & Retail,Alex Birkenstock,54,,M,Shoes,D
1804,1600,Fashion & Retail,Christian Birkenstock,50,Austria,M,Shoes,D
1804,1600,Food & Beverage,Josef Boquoi & family,89,Germany,M,Frozen foods,D
1804,1600,Technology,Cai Huabo,47,China,M,Electronics,N
1804,1600,Technology,Chen Tianshi,38,China,M,Semiconductors,E
1804,1600,Real Estate,Chen Yung-tai,87,Taiwan,M,Real estate,D
1804,1600,Technology,Chey Tae-won,62,South Korea,M,"Oil, semiconductor",D
1804,1600,Real Estate,Ivan Chrenko,55,Slovakia,M,Real estate,D
1804,1600,Construction & Engineering,Robert Clark,64,United States,M,Construction,E
1804,1600,Finance & Investments,Jack Cockwell,82,Canada,M,"Real estate, private equity",D
1804,1600,Finance & Investments,Tench Coxe,65,United States,M,Venture capital,D
1804,1600,Sports,Jim Crane,69,United States,M,"Logistics, baseball",U
1804,1600,Logistics,Norbert Dentressangle,68,France,M,"Transport, logistics",D
1804,1600,Finance & Investments,Jamie Dimon,67,United States,M,Banking,E
1804,1600,Technology,Daniel Dines,51,United States,M,Software,D
1804,1600,Finance & Investments,Alfredo Egydio Arruda Villela Filho,53,Brazil,M,Banking,D
1804,1600,Metals & Mining,Gary Fegel,49,Switzerland,M,"Commodities, investments",E
1804,1600,Finance & Investments,"William Foley, II.",78,United States,M,Financial services,U
1804,1600,Fashion & Retail,Richard Fortin,74,Canada,M,Convinience stores,U
1804,1600,Healthcare,Gao Yi & family,54,China,M,Pharmaceuticals,U
1804,1600,Healthcare,Giammaria Giuliani,45,Switzerland,M,Pharmaceuticals,D
1804,1600,Finance & Investments,Bill Gross,78,United States,M,Investments,E
1804,1600,Finance & Investments,Sue Gross,73,United States,F,Investments,E
1804,1600,Sports,Irving Grousbeck & family,88,United States,M,"Telecommunication, sports",N
1804,1600,Energy,Timothy Headington,72,United States,M,"Oil & gas, investments",U
1804,1600,Manufacturing,Ilona Herlin,58,Finland,F,"Elevators, escalators",U
1804,1600,Diversified,David Hoffmann,70,United States,M,"Executive search, investments",U
1804,1600,Media & Entertainment,Stanley Hubbard,89,United States,M,DirecTV,D
1804,1600,Manufacturing,Hui Lin Chit,69,China,M,Hygiene products,D
1804,1600,Metals & Mining,Tianjiang Jia & family,60,China,M,Non-ferrous metals,D
1804,1600,Real Estate,Zhaobai Jiang,59,China,M,Real estate,D
1804,1600,Fashion & Retail,Sergei Katsiev,65,Russia,M,"Retail, wholesale",R
1804,1600,Media & Entertainment,Kim Jae-young,,,M,Online games,N
1804,1600,Healthcare,Randal J. Kirk,69,United States,M,Pharmaceuticals,E
1804,1600,Energy,William Koch,82,United States,M,"Oil, investments",E
1804,1600,Manufacturing,Pyotr Kondrashev,73,Austria,M,Investments,U
1804,1600,Logistics,Eiichi Kuriwada,76,Japan,M,Package delivery,D
1804,1600,Healthcare,Robert Langer,74,United States,M,Biotech,E
1804,1600,Diversified,Anthony Langley,68,United Kingdom,M,Manufacturing,D
1804,1600,Diversified,Marianna Latsis & family,70,Greece,F,"Banking, shipping",N
1804,1600,Real Estate,Lee Yeow Seng,45,Malaysia,M,"Palm oil, property",Split Family Fortune
1804,1600,Real Estate,Li Sze Lim,66,China,M,Real estate,E
1804,1600,Real Estate,Li Wa,57,China,M,Real estate,D
1804,1600,Technology,Li Weiwei,46,China,M,Online games,D
1804,1600,Technology,Liang Qin & family,51,China,F,Semiconductor devices,D
1804,1600,Real Estate,Vincent Lo,75,Hong Kong,M,Real estate,E
1804,1600,Telecom,Terence (Terry) Matthews,80,Canada,M,Telecom,E
1804,1600,Technology,Jim McKelvey,57,United States,M,Mobile payments,D
1804,1600,Real Estate,P.N.C. Menon,74,United Arab Emirates,M,Real estate,R
1804,1600,Energy,Massimo Moratti,77,Italy,M,Oil refinery,U
1804,1600,Finance & Investments,Liora Ofer,69,Israel,F,Investments,D
1804,1600,Automotive,Stefan Pierer,66,Austria,M,Automotive,U
1804,1600,Finance & Investments,Andreas Pohl,58,Germany,M,Mutual funds,U
1804,1600,Finance & Investments,"Reinfried Pohl, Jr.",63,Germany,M,Mutual funds,U
1804,1600,Energy,Michael Polsky,74,United States,M,Electric power,U
1804,1600,Manufacturing,Francisco Jose Riberas Mera,58,Spain,M,"Steel, autoparts",U
1804,1600,Metals & Mining,Juan Maria Riberas Mera,54,Spain,M,"Steel, investments",R
1804,1600,Food & Beverage,Andres Santo Domingo,44,United States,M,Beer,E
1804,1600,Food & Beverage,Sathien Sathientham,68,Thailand,M,energy drinks,E
1804,1600,Manufacturing,Shang Xiaobo & family,49,China,M,Manufacturing,D
1804,1600,Food & Beverage,Yuri Shefler,55,Switzerland,M,Alcohol,U
1804,1600,Metals & Mining,Evgeny (Eugene) Shvidler,59,United Kingdom,M,"Metals, investments",E
1804,1600,Technology,Ryan Smith,44,United States,M,Cloud computing,E
1804,1600,Diversified,Zakhar Smushkin,61,Russia,M,"Pulp and paper, diversified",R
1804,1600,Service,Peter Sperling,63,United States,M,Education,E
1804,1600,Diversified,Laurie Tisch,72,United States,F,"Insurance, NFL team",U
1804,1600,Diversified,Steven Tisch,74,United States,M,Insurance,U
1804,1600,Manufacturing,Michael Tojner,57,Austria,M,"Batteries, investments",D
1804,1600,Healthcare,August Troendle,67,United States,M,Pharmaceutical services,U
1804,1600,Manufacturing,Tseng Sing-ai,,Taiwan,F,Petrochemicals,E
1804,1600,Technology,Sekar Vembu,51,India,M,Business software,U
1804,1600,Energy,Chris Wallin,70,Australia,M,Mining,R
1804,1600,Media & Entertainment,Wang Changtian,57,China,M,"TV, movie production",D
1804,1600,Media & Entertainment,Ning Wang & family,36,China,M,Toys,D
1804,1600,Technology,Scott Watterson,67,United States,M,Fitness equipment,E
1804,1600,Energy,Dan Wilks,66,United States,M,Natural gas,U
1804,1600,Fashion & Retail,Alan Wilson,82,Australia,M,Retailing,Split Family Fortune
1804,1600,Fashion & Retail,Bruce Wilson,76,Australia,M,Retailing,Split Family Fortune
1804,1600,Fashion & Retail,John Wilson,85,Australia,M,Retailing,Split Family Fortune
1804,1600,Technology,Anthony Wood,57,United States,M,Roku,D
1804,1600,Manufacturing,Wu Ying,58,China,M,Materials,D
1804,1600,Healthcare,Wu Yulan,53,China,F,Pharmaceuticals,D
1804,1600,Technology,Zhongyi Wu,49,China,M,electronics,D
1804,1600,Manufacturing,Xiang Guangming & family,59,China,M,Waste disposal,D
1804,1600,Technology,Xue Xiangdong & family,64,China,M,Software,D
1804,1600,Healthcare,George Yancopoulos,63,United States,M,Pharmaceuticals,U
1804,1600,Technology,Steven Meng Yang & family,40,China,M,Electronics,D
1804,1600,Automotive,Ye Fan & family,52,China,M,Auto dealerships,D
1804,1600,Diversified,Yi Dasheng,62,China,M,Conglomerate,D
1804,1600,Manufacturing,Yu Lili,55,China,F,Electronic components,D
1804,1600,Technology,Zeng Kaitian,48,China,M,Online games,D
1804,1600,Metals & Mining,Zhang Xuexin & family,75,China,M,Aluminum,D
1804,1600,Food & Beverage,Yubai Zhang,58,China,M,Wine,D
1804,1600,Gambling & Casinos,Fredrik Österberg,52,Sweden,M,Gambling products,U
1905,1500,Food & Beverage,Shiv Kishan Agrawal,82,India,M,Snacks,N
1905,1500,Diversified,Aziz Akhannouch & family,62,Morocco,M,"Petroleum, diversified",D
1905,1500,Diversified,Hamdi Akin & family,68,Turkey,M,Diversified,E
1905,1500,Manufacturing,Nerio Alessandri,61,Italy,M,Gym equipment,U
1905,1500,Diversified,Alexandra Andresen,26,Norway,F,Investments,U
1905,1500,Diversified,Katharina Andresen,27,Norway,F,Investments,U
1905,1500,Diversified,Patricia Angelini Rossi,68,Chile,F,"Forestry, mining",U
1905,1500,Healthcare,Mori Arkin,70,Israel,M,Pharmaceuticals,D
